epoch,step,test_loss,train_accuracy,train_f1_score,train_loss,val_loss
0,1718,,,,,0.23928464949131012
0,1718,,0.9009636640548706,0.9009636640548706,0.36660444736480713,
1,3437,,,,,0.16942770779132843
1,3437,,0.9456727504730225,0.9456727504730225,0.19252455234527588,
2,5156,,,,,0.13928581774234772
2,5156,,0.9582909345626831,0.9582909345626831,0.14047515392303467,
3,5157,,,,,0.11718924343585968
3,5157,0.1334218680858612,,,,
