epoch,step,test_loss,train_accuracy,train_f1_score,train_loss,val_loss
0,1718,,,,,0.23669862747192383
0,1718,,0.9002545475959778,0.9002545475959778,0.36484187841415405,
1,3437,,,,,0.1731361746788025
1,3437,,0.9462727308273315,0.9462727308273315,0.18655377626419067,
2,5156,,,,,0.13974697887897491
2,5156,,0.9600545167922974,0.9600545167922974,0.13961894810199738,
3,5157,,,,,0.11749085783958435
3,5157,0.1308247148990631,,,,
