epoch,step,test_loss,train_accuracy,train_f1_score,train_loss,val_loss
0,1718,,,,,0.21701990067958832
0,1718,,0.9021090865135193,0.9021090865135193,0.3605414032936096,
1,3437,,,,,0.15634015202522278
1,3437,,0.9467818140983582,0.9467818140983582,0.18352681398391724,
2,5156,,,,,0.135990709066391
2,5156,,0.9598000049591064,0.9598000049591064,0.13689376413822174,
3,5157,,,,,0.13599072396755219
3,5157,0.12853994965553284,,,,
