epoch,step,test_loss,train_accuracy,train_f1_score,train_loss,val_loss
0,1718,,,,,0.22528329491615295
0,1718,,0.9016181826591492,0.9016181826591492,0.3649166524410248,
1,3437,,,,,0.17583434283733368
1,3437,,0.9470182061195374,0.9470182061195374,0.18442843854427338,
2,5156,,,,,0.1437767595052719
2,5156,,0.9589818120002747,0.9589818120002747,0.13977473974227905,
3,5157,,,,,0.1437767595052719
3,5157,0.1311449408531189,,,,
