epoch,step,test_loss,train_accuracy,train_f1_score,train_loss,val_loss
0,1718,,,,,0.23905053734779358
0,1718,,0.901345431804657,0.901345431804657,0.36563819646835327,
1,3437,,,,,0.17933903634548187
1,3437,,0.9461818337440491,0.9461818337440491,0.1855526566505432,
2,5156,,,,,0.1524685174226761
2,5156,,0.959672749042511,0.959672749042511,0.13665533065795898,
3,5157,,,,,0.10557635128498077
3,5157,0.12562459707260132,,,,
