epoch,step,test_loss,train_accuracy,train_f1_score,train_loss,val_loss
0,1718,,,,,0.22118183970451355
0,1718,,0.9020363688468933,0.9020363688468933,0.36075711250305176,
1,3437,,,,,0.17487171292304993
1,3437,,0.947490930557251,0.947490930557251,0.1819520890712738,
2,5156,,,,,0.13622382283210754
2,5156,,0.9602181911468506,0.9602181911468506,0.13691271841526031,
3,5157,,,,,0.13622383773326874
3,5157,0.13328875601291656,,,,
