epoch,step,test_loss,train_loss,val_loss
0,49,,1.090014934539795,
0,99,,0.7427376508712769,
0,149,,0.757236659526825,
0,199,,0.3922475278377533,
0,249,,0.42727842926979065,
0,299,,0.2598397135734558,
0,349,,0.3911234736442566,
0,399,,0.5585014820098877,
0,449,,0.48447084426879883,
0,499,,0.4242948591709137,
0,549,,0.41517549753189087,
0,599,,0.34401726722717285,
0,649,,0.24881598353385925,
0,699,,0.11908641457557678,
0,749,,0.21366073191165924,
0,799,,0.30100736021995544,
0,849,,0.17471611499786377,
0,899,,0.5098420977592468,
0,949,,0.36174947023391724,
0,999,,0.3792046904563904,
0,1049,,0.4113970696926117,
0,1099,,0.1388203650712967,
0,1149,,0.2127254456281662,
0,1199,,0.3475562036037445,
0,1249,,0.23278610408306122,
0,1299,,0.2209029495716095,
0,1349,,0.1723627746105194,
0,1399,,0.3788636326789856,
0,1449,,0.09305497258901596,
0,1499,,0.08919786661863327,
0,1549,,0.1826491504907608,
0,1599,,0.20338669419288635,
0,1649,,0.15972109138965607,
0,1699,,0.18699979782104492,
0,1718,,,0.27267834544181824
1,1749,,0.502575159072876,
1,1799,,0.23905354738235474,
1,1849,,0.29023507237434387,
1,1899,,0.51908940076828,
1,1949,,0.39804503321647644,
1,1999,,0.08839386701583862,
1,2049,,0.14245840907096863,
1,2099,,0.17909088730812073,
1,2149,,0.24375739693641663,
1,2199,,0.1375321000814438,
1,2249,,0.17275315523147583,
1,2299,,0.3189404010772705,
1,2349,,0.09946207702159882,
1,2399,,0.27345556020736694,
1,2449,,0.16134138405323029,
1,2499,,0.1827860027551651,
1,2549,,0.3818052113056183,
1,2599,,0.4254513382911682,
1,2649,,0.03970184922218323,
1,2699,,0.14410465955734253,
1,2749,,0.16281190514564514,
1,2799,,0.11580507457256317,
1,2849,,0.14674998819828033,
1,2899,,0.440542072057724,
1,2949,,0.20644308626651764,
1,2999,,0.10875889658927917,
1,3049,,0.22538302838802338,
1,3099,,0.35583338141441345,
1,3149,,0.09067882597446442,
1,3199,,0.1197676807641983,
1,3249,,0.09154817461967468,
1,3299,,0.0981551930308342,
1,3349,,0.09518563002347946,
1,3399,,0.13330361247062683,
1,3437,,,0.19625625014305115
2,3449,,0.10194762051105499,
2,3499,,0.6263807415962219,
2,3549,,0.1094515398144722,
2,3599,,0.16450034081935883,
2,3649,,0.1497872769832611,
2,3699,,0.08608409762382507,
2,3749,,0.20039474964141846,
2,3799,,0.1264379918575287,
2,3849,,0.15091633796691895,
2,3899,,0.0965382307767868,
2,3949,,0.2793676555156708,
2,3999,,0.4941141605377197,
2,4049,,0.11450499296188354,
2,4099,,0.06886821985244751,
2,4149,,0.1634497493505478,
2,4199,,0.2004294991493225,
2,4249,,0.1372852474451065,
2,4299,,0.09501685947179794,
2,4349,,0.18646813929080963,
2,4399,,0.06411559879779816,
2,4449,,0.30188602209091187,
2,4499,,0.3154929280281067,
2,4549,,0.37191346287727356,
2,4599,,0.3111441731452942,
2,4649,,0.04372220113873482,
2,4699,,0.08434835076332092,
2,4749,,0.3756047189235687,
2,4799,,0.12373057007789612,
2,4849,,0.14938513934612274,
2,4899,,0.22505395114421844,
2,4949,,0.31385257840156555,
2,4999,,0.21676760911941528,
2,5049,,0.20637409389019012,
2,5099,,0.17443518340587616,
2,5149,,0.021930592134594917,
2,5156,,,0.17044921219348907
3,5157,,,0.17044927179813385
3,5157,0.14253367483615875,,
